TLANAME,CRASHROAD,CRASHDIST,CRASHDIRN,INTSN,SIDEROAD,CRASHID,CRASHDATE,CRASHDOW,CRASHTIME,MVMT,VEHICLES,CAUSES,OBJECTSSTRUCK,ROADCURVE,ROADWET,LIGHT,WTHRa,JUNCTYPE,TRAFCTRL,ROADMARK,SPDLIM,CRASHFATALCNT,CRASHSEVCNT,CRASHMINCNT,PERSAGE1,PERSAGE2,EASTING,NORTHING
Auckland,CAPRICORN PLACE,50,S, ,OLDHAM PLACE,201432581,17/03/2014,Mon,2202,QD,CN1,428A 611A 652A ,,R,D,DO,F , ,N,N,50,0,0,0,,,1755275,5935545
Auckland,CAPTAIN SCOTT ROAD,30,S, ,TERRA NOVA ST,201449187,21/10/2014,Tue,2330,EA,CN1C,129A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1747192,5912752
Auckland,CAPTAIN SCOTT ROAD,, ,I,TERRA NOVA ST,201440240,07/07/2014,Mon,1814,DA,CN1,111A 131A 402A 801 903 ,F,R,W,DO,LS,T,N,N,50,0,0,0,,,1747184,5912781
Auckland,CAPTAIN SPRINGS ROAD,, ,I,NEILSON ST,201437088,30/05/2014,Fri,1746,GB,CS1T,158A 372B ,,R,D,TO,F ,X,T,C,50,0,0,0,,,1760416,5911816
Auckland,CARAGH PLACE,, ,I,ARMOY DRIVE,201449601,09/12/2014,Tue,1430,DA,CN1C,111A 131A 801 ,P,R,W,O ,L ,T,G,C,50,0,0,0,,,1770182,5909922
Auckland,CARBINE ROAD,10,N, ,ALLRIGHT PLACE,201414005,21/06/2014,Sat,525,CB,CS1,129A 410A ,T,R,W,DO,L ,T,N,C,50,0,0,1,,,1764391,5913373
Auckland,CARBINE ROAD,, ,I,ALLRIGHT PLACE,201449637,18/12/2014,Thu,1028,BF,CS1C,111A 131A ,,M,W,O ,L ,T,S,C,50,0,0,0,,,1764392,5913363
Auckland,CARBINE ROAD,, ,I,ARTHUR BROWN PLACE,201435311,17/04/2014,Thu,1020,LB,CN1C,303B ,,R,W,O ,H ,X,T,C,50,0,0,0,,,1764500,5912835
Auckland,CARBINE ROAD,100,S, ,BOWDEN ROAD,201435479,17/04/2014,Thu,1355,LB,CS1C,303B 375B 925 ,,R,D,B ,F ,D,N,C,50,0,0,0,,,1764520,5912730
Auckland,CARBINE ROAD,100,N, ,CLEMOW DRIVE,201410942,27/01/2014,Mon,1930,CB,CS1,197A 423A ,T,R,D,BF,F , ,N,C,50,0,0,1,,,1764538,5912639
Auckland,CARBINE ROAD,, ,I,CLEMOW DRIVE,201446529,14/10/2014,Tue,645,FE,CS1C4,181A 181B ,,R,D,B ,F ,T,T,C,50,0,0,0,,,1764557,5912541
Auckland,CARBINE ROAD,, ,I,CLEMOW DRIVE,201441899,24/04/2014,Thu,1138,JA,VN1C,322A 801 ,,R,W,O ,L ,T,T,C,50,0,0,0,,,1764557,5912541
Auckland,CARBINE ROAD,, ,I,PANAMA ROAD,201436865,26/05/2014,Mon,750,FE,CS1M,130A 350A ,,E,W,O ,L ,T,T,C,40,0,0,0,,,1764996,5911741
Auckland,CARBINE ROAD,, ,I,SOUTH EASTERN HIGHWAY,201433794,11/03/2014,Tue,2115,DB,CW2,111A 131A 423A ,P,M,D,DO,F ,X,T,C,50,0,0,0,,,1764350,5913591
Auckland,CARBINE ROAD,, ,I,SOUTH-EASTERN HIGHWAY,201442607,06/07/2014,Sun,1614,GF,CW2C,381A 381B ,,R,D,BF,F ,X,T,C,50,0,0,0,,,1764478,5912940
Auckland,CARGILL ST,40,W, ,ROBB ST,201447255,20/10/2014,Mon,2005,DA,CW1,111A 131A 402A ,FJ,M,D,TF,F , , ,C,50,0,0,0,,,1774643,5897285
Auckland,CARIBBEAN DRIVE,, ,I,CALYPSO WAY,201412797,21/05/2014,Wed,737,KB,CS1M,302A 375A ,,M,D,BF,F ,R,G,C,50,0,0,1,,,1753482,5930706
Auckland,CARIBBEAN DRIVE,50,N, ,GOLDFINCH RISE,201416100,16/09/2014,Tue,930,NA,CN1E,710B ,,R,D,O ,F , , ,C,50,0,0,1,27,,1753642,5930314
Auckland,CARIBBEAN DRIVE,5,S, ,SH 18,201443020,04/09/2014,Thu,1620,FB,CN1C,181A 331A 801 ,,R,W,O ,L ,T,G,C,50,0,0,0,,,1753683,5931246
Auckland,CARIBBEAN DRIVE,, ,I,SUNSET ROAD,201437409,29/05/2014,Thu,1138,LB,CE1C,302A 375A ,,E,D,B ,F ,R,G,R,50,0,0,0,,,1753822,5930211
Auckland,CARLAW PARK AVENUE,, ,I,PARNELL RISE,201418566,20/11/2014,Thu,1800,NB,CN1E,711B ,,R,D,BF,F ,T,S,C,50,0,0,1,26,,1758375,5920146
Auckland,CARLISLE ROAD,50,W, ,BEACH ROAD,201448897,02/12/2014,Tue,1800,AO,CE1C,129A 818 ,,R,D,TF,F , , ,L,50,0,0,0,,,1755780,5935746
Auckland,CARLISLE ROAD,20,E, ,EAST COAST ROAD,201431007,14/02/2014,Fri,1900,FA,VW1C,181A ,,R,D,B ,F , ,N,C,50,0,0,0,,,1754343,5935996
Auckland,CARLISLE ROAD,, ,I,EAST COAST ROAD,201436118,05/05/2014,Mon,1800,LB,CW1C,303B ,,R,W,DO,H ,M,T,C,50,0,0,0,,,1754323,5935992
Auckland,CARLISLE ROAD,140,E, ,FINCHLEY ROAD,201431752,13/02/2014,Thu,950,GA,CE1C,181A 331A 929 ,P,R,D,BF,F ,D, ,C,50,0,0,0,,,1755398,5935929
Auckland,CARLISLE ROAD,100,W, ,FINCHLEY ROAD,201443652,02/09/2014,Tue,1934,FA,CE1C,181A ,,R,D,DO,F , , ,C,50,0,0,0,,,1755167,5935912
Auckland,CARLISLE ROAD,, ,I,FIRTH ROAD,201448723,05/12/2014,Fri,1836,KA,BW2C,302B ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1755422,5935924
Auckland,CARLISLE ROAD,, ,I,FIRTH ROAD,201450526,18/10/2014,Sat,1530,FB,CN1C,181A ,,R,W,O ,L ,T,G,P,50,0,0,0,,,1755422,5935924
Auckland,CARLISLE ROAD,130,E, ,LIMMER PLACE,201439019,30/06/2014,Mon,2100,EA,VW1C,129A ,M,R,D,DO,L , ,N,C,50,0,0,0,,,1755123,5935895
Auckland,CARLISLE ROAD,130,E, ,LIMMER PLACE,201439020,30/06/2014,Mon,1645,EA,VW1C,129A 386A ,M,R,W,DO,F , ,N,C,50,0,0,0,,,1755123,5935895
Auckland,CARLISLE ROAD,80,W, ,LIMMER PLACE,201443877,30/08/2014,Sat,1350,EA,VE1C,129A 358A ,M,R,W,OF,L , ,N,C,50,0,0,0,,,1754923,5935904
Auckland,CARLISLE ROAD,, ,I,NOR EAST DRIVE,201438747,30/06/2014,Mon,1409,JA,CE1C,133B 301B 423B ,,R,D,OF,F ,T,S,C,50,0,0,0,,,1754615,5935948
Auckland,CARLOS DRIVE,200,W, ,GRACECHURCH DRIVE,201435153,26/04/2014,Sat,1200,MO,CE1C,371A ,M,R,D,B ,F , ,N,C,50,0,0,0,,,1771342,5907860
Auckland,CARLTON GORE ROAD,5,W, ,AROTAU PLACE,201413794,14/06/2014,Sat,2343,LB,ME1X,303B 929 ,,R,D,DO,F ,D,N,N,50,0,1,0,,,1757429,5918868
Auckland,CARLTON GORE ROAD,, ,I,CLAYTON ST,201414788,29/07/2014,Tue,1734,JA,CE1M,201B 303B 330B 402B ,,R,D,DO,F ,T,N,C,50,0,1,0,,,1758432,5918583
Auckland,CARLTON GORE ROAD,, ,I,FOOTBALL ROAD,201432828,20/02/2014,Thu,1020,JA,CE1C,301B ,,R,D,B ,F ,T,S,C,50,0,0,0,,,1758119,5918671
Auckland,CARLTON GORE ROAD,100,E, ,GEORGE ST,201432820,14/02/2014,Fri,800,MC,ME1C,372B 671B ,,R,D,O ,F , , ,C,50,0,0,0,,,1758216,5918644
Auckland,CARLTON GORE ROAD,20,E, ,KINGDON ST,201445517,12/09/2014,Fri,1813,FA,CE1CC,181A 191B ,M,R,W,DO,L , , ,P,50,0,0,0,,,1758407,5918590
Auckland,CARLTON GORE ROAD,20,E, ,PARK ROAD,201437075,01/06/2014,Sun,1645,MO,CE1C,428A ,M,R,D,O ,F , , ,C,50,0,0,0,,,1757893,5918735
Auckland,CARLTON GORE ROAD,50,E, ,PARK ROAD,201444649,28/09/2014,Sun,3,CC,CE1C4C,103A 112A ,,R,W,DO,F , ,N,C,50,0,0,0,,,1757922,5918727
Auckland,CARNEGIE CRESCENT,200,E, ,BLENHEIM PLACE,201435265,07/03/2014,Fri,1720,MO,CE1C,371A 929 ,M,R,D,B ,F ,D,N,N,30,0,0,0,,,1747396,5926217
Auckland,CARNOUSTIE DRIVE,, ,I,TURNBERRY DRIVE,201430336,11/01/2014,Sat,1340,CB,CN1,129A 358A ,T,R,D,B ,F ,R,G,R,50,0,0,0,,,1767288,5897913
Auckland,CAROL LEE PLACE,80,S, ,QUAIL DRIVE,201443884,19/08/2014,Tue,1100,BA,CS1T,129A ,,R,D,OF,F , ,N,N,50,0,0,0,,,1751308,5935011
Auckland,CARR ROAD,50,E, ,DORNWELL ROAD,201441086,17/07/2014,Thu,1701,JA,CW1C,308B 375B 926 ,,R,D,BF,F ,D,N,C,50,0,0,0,,,1756075,5913297
Auckland,CARR ROAD,, ,I,DORNWELL ROAD,201439170,16/06/2014,Mon,1600,JC,CS1C,301A 375A ,,R,W,O ,F ,T,S,C,50,0,0,0,,,1756032,5913321
Auckland,CARR ROAD,60,E, ,GERRARD ST,201430644,27/01/2014,Mon,1250,GA,CW1C,331A 927 ,,R,D,B ,F ,D,N,C,50,0,0,0,,,1756570,5913114
Auckland,CARR ROAD,10,W, ,HAYR ROAD,201445125,08/09/2014,Mon,1630,AO,TE1C,129A ,K,R,D,O ,F ,R,G,C,50,0,0,0,,,1756254,5913196
Auckland,CARR ROAD,, ,I,HAYR ROAD,201442320,08/08/2014,Fri,1910,HA,4W1C,113A 302A ,,E,W,DO,F ,R,G,N,50,0,0,0,,,1756280,5913182
Auckland,CARRICK GLEN ROAD,10,E, ,CHAPEL ROAD,201449069,20/12/2014,Sat,1230,GA,CE1C,333A 929 ,,R,D,BF,F ,D,G,C,50,0,0,0,,,1769391,5905921
Auckland,CARRICK GLEN ROAD,80,E, ,CHAPEL ROAD,201430036,05/01/2014,Sun,1320,EA,CE1C,385A ,M,R,W,OF,L , ,N,N,50,0,0,0,,,1769459,5905905
Auckland,CARRICK GLEN ROAD,40,E, ,INNISOWEN PLACE,201441379,05/08/2014,Tue,1430,EA,CE1C,129A ,M,R,D,O ,F , , ,N,50,0,0,0,,,1769565,5905868
Auckland,CARRINGTON ROAD,40,N, ,BENFIELD AVENUE,201431594,11/01/2014,Sat,903,CB,CS1,410A ,JP,R,D,O ,F , , ,C,50,0,0,0,,,1752665,5916804
Auckland,CARRINGTON ROAD,20,N, ,FARM ROAD,201415387,18/08/2014,Mon,1015,EC,SN1,330A 341A ,R,R,D,B ,F , ,N,C,50,0,0,1,,50,1752470,5917332
Auckland,CARRINGTON ROAD,20,S, ,GREAT NORTH ROAD,201434296,08/03/2014,Sat,1740,FD,CN1C,331A 517A ,,R,D,B ,F , , ,C,50,0,0,0,,,1752401,5918071
Auckland,CARRINGTON ROAD,30,S, ,GREAT NORTH ROAD,201431715,08/01/2014,Wed,2150,KB,CN1C,308B 927 ,,R,D,DO,F ,D, ,R,50,0,0,0,,,1752402,5918061
Auckland,CARRINGTON ROAD,10,S, ,SEAVIEW TERRACE,201415259,23/07/2014,Wed,1630,JA,TN1C,308B 387B 930 ,,R,D,TF,F ,D,N,C,50,0,0,1,,,1752541,5916990
Auckland,CARRINGTON ROAD,, ,I,SEAVIEW TERRACE,201443107,20/06/2014,Fri,1200,FD,CN1CCC,181A 331A 181B 181C ,,R,D,B ,F ,T,T,C,50,0,0,0,,,1752538,5917000
Auckland,CARRINGTON ROAD,10,N, ,SEGAR AVENUE,201417220,31/10/2014,Fri,1720,FD,CN1CC,331A ,,R,D,O ,F ,T,G,C,50,0,0,1,,,1752428,5917614
Auckland,CARRINGTON ROAD,50,N, ,SEGAR AVENUE,201441244,24/07/2014,Thu,1450,LB,MN1CC,370A 377A 303B 314B 927 ,,R,D,O ,F ,D,S,C,50,0,0,0,,,1752426,5917653
Auckland,CARRINGTON ROAD,120,N, ,SEGAR AVENUE,201416129,16/09/2014,Tue,1652,KB,VN1C,691A 101B 308B 313B 330B 927 ,,R,D,B ,F ,D, ,P,50,0,0,1,,,1752421,5917723
Auckland,CARRINGTON ROAD,20,N, ,SUTHERLAND ROAD,201438431,30/05/2014,Fri,1640,FA,CS1C,181A 331A ,,R,D,B ,F , , ,C,50,0,0,0,,,1752408,5917951
Auckland,CARRINGTON ROAD,30,N, ,SUTHERLAND ROAD,201446525,20/10/2014,Mon,1018,FD,CS1CC,181A 191A 181B ,,R,W,O ,H , , ,P,50,0,0,0,,,1752408,5917961
Auckland,CARRINGTON ROAD,100,N, ,SUTHERLAND ROAD,201437290,21/03/2014,Fri,730,AC,TN1V,372A 671A ,,R,D,BF,F , ,N,L,50,0,0,0,,,1752404,5918031
Auckland,CARRINGTON ROAD,60,S, ,SUTHERLAND ROAD,201442669,27/04/2014,Sun,1230,FD,CS1CC,181A ,,R,D,BF,F , ,N,X,50,0,0,0,,,1752413,5917871
Auckland,CARRINGTON ROAD,100,S, ,SUTHERLAND ROAD,201433429,26/03/2014,Wed,1445,AA,CW1C,381A ,,R,D,BF,F , ,N,P,50,0,0,0,,,1752415,5917831
Auckland,CARRUTH ROAD,15,E, ,ALLENBY ROAD,201435069,28/04/2014,Mon,1511,FD,CE1V,181A 358A ,,R,D,O ,F , ,N,C,50,0,0,0,,,1766274,5905366
Auckland,CARRUTH ROAD,100,E, ,CENTRAL AVENUE,201417257,09/11/2014,Sun,954,EA,CE1C,103A 129A 412A ,PQ,R,D,B ,F , , ,P,50,0,1,1,,,1765807,5905706
Auckland,CARRUTH ROAD,, ,I,CENTRAL AVENUE,201445348,27/09/2014,Sat,2100,CA,CE1,103A 130A ,I,R,D,DO,F ,T,G,R,50,0,0,0,,,1765726,5905765
Auckland,CARRUTH ROAD,, ,I,FITZROY ST,201433205,24/03/2014,Mon,804,HA,VN1C,301B 382B ,,R,D,BF,F ,X,S,C,50,0,0,0,,,1766262,5905375
Auckland,CARRUTH ROAD,5,N, ,PUHINUI ROAD,201432016,13/02/2014,Thu,1800,FE,CS1C,371B ,,R,D,O ,F ,X,T,C,50,0,0,0,,,1766419,5905257
Auckland,CARRUTH ROAD,200,S, ,ST GEORGE ST,201411034,18/02/2014,Tue,822,FD,CN1CCC,331A 402A 501A ,,R,D,O ,F , , ,C,50,0,0,2,,,1765751,5905747
Auckland,CARRUTH ROAD,, ,I,ST GEORGE ST,201445091,13/10/2014,Mon,650,LB,CW1V,302A 375A ,,R,D,O ,F ,R,G,N,50,0,0,0,,,1765590,5905865
Auckland,CARTER ROAD,350,S, ,WEST COAST ROAD,201435880,10/05/2014,Sat,2330,DA,VS1,103A 131A ,P,E,D,DN,F , ,N,C,70,0,0,0,,,1743910,5912884
Auckland,CARTMEL AVENUE,, ,I,LINCOLN PARK AVENUE,201447796,15/11/2014,Sat,2230,JO,CW2C,124A 357A 386A ,,R,W,DO,F ,T,G,C,50,0,0,0,,,1744206,5921720
Auckland,CASCADES ROAD,, ,I,ARCHMILLEN AVENUE,201432257,17/02/2014,Mon,815,JA,BN1C,302B 377B ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1768851,5914020
Auckland,CASCADES ROAD,20,E, ,AVIEMORE DRIVE,201411612,22/03/2014,Sat,810,CB,SE1,129A ,K,R,D,OF,F , ,N,P,50,0,0,1,,59,1770001,5912889
Auckland,CASCADES ROAD,20,W, ,AVIEMORE DRIVE,201436101,15/04/2014,Tue,1525,FD,CE1C,181A 351A ,,R,D,O ,F ,R,G,C,50,0,0,0,,,1769938,5912904
Auckland,CASCADES ROAD,50,W, ,AVIEMORE DRIVE,201416114,16/05/2014,Fri,1729,FD,CE1C,331A ,,R,D,DO,F , , ,C,50,0,0,1,,,1769909,5912905
Auckland,CASCADES ROAD,, ,I,AVIEMORE DRIVE,201410569,07/02/2014,Fri,1820,DA,CS2CC,111A 131A ,,E,W,OF,L ,R,G,P,50,0,0,1,,,1769989,5912919
Auckland,CASCADES ROAD,30,N, ,BEN LOMOND CRESCENT N,201431831,01/02/2014,Sat,1100,JA,CS1C,308B 375B 839 929 ,,R,D,BF,F ,D,N,P,50,0,0,0,,,1769430,5913103
Auckland,CASCADES ROAD,50,N, ,BEN LOMOND CRESCENT N,201411012,12/01/2014,Sun,150,DA,CN1,103A 131A 402A ,HP,E,D,DO,F , , ,C,60,0,2,2,,,1769417,5913119
Auckland,CASCADES ROAD,90,W, ,BERNIE EDWARDS PLACE,201413260,01/05/2014,Thu,1036,AO,SW1T,330A 386A ,,R,D,B ,F , ,N,C,50,0,1,0,,71,1770099,5912857
Auckland,CASCADES ROAD,20,W, ,BOTANY ROAD,201432051,13/02/2014,Thu,1550,FD,CE1C,331A 350A ,,R,D,B ,F , , ,C,60,0,0,0,,,1770525,5912724
Auckland,CASCADES ROAD,, ,I,BOTANY ROAD,201432800,04/03/2014,Tue,1100,FE,CE1C,181A ,,R,D,O ,F ,T,T,C,50,0,0,0,,,1770543,5912714
Auckland,CASCADES ROAD,10,W, ,LOCHEND PLACE,201436751,24/05/2014,Sat,2130,EA,CE14,129A 350A ,M,R,W,DO,L ,T,N,C,50,0,0,0,,,1769776,5912936
Auckland,CASCADES ROAD,20,S, ,PAKURANGA ROAD,201445127,11/03/2014,Tue,840,AO,VN1C,129A ,,R,D,B ,F , , ,P,50,0,0,0,,,1768794,5914105
Auckland,CASCADES ROAD,15,W, ,SOLANA COURT,201433343,21/03/2014,Fri,1120,MC,CE1C,372B ,,R,D,BF,F , ,N,C,60,0,0,0,,,1770317,5912802
Auckland,CASCADES ROAD,40,S, ,WALWORTH AVENUE,201436331,27/03/2014,Thu,540,CB,CN1C,129A 350A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1768954,5913825
Auckland,CASTLEBANE DRIVE NEW ROAD,15,N, ,BELTANY DRIVE,201448039,16/11/2014,Sun,1600,EA,CS1C,129A ,M,R,D,O ,F , , ,C,50,0,0,0,,,,
Auckland,CASTLEFORD ST,20,W, ,GODLEY ROAD,201435502,02/04/2014,Wed,1435,EA,TW1B,129A 350A ,Q,R,D,O ,F , , ,P,50,0,0,0,,,1748555,5911249
Auckland,CASTOR BAY ROAD,50,W, ,BEACH ROAD,201440352,21/07/2014,Mon,1203,BE,CS1X,130A 191A 630A ,,R,W,O ,F , , ,C,50,0,0,0,,,1757672,5930488
Auckland,CASTOR BAY ROAD,, ,I,EAST COAST ROAD,201417211,03/11/2014,Mon,943,JA,TS1C,302B 375B 507B ,,E,D,O ,F ,T,G,C,50,0,0,1,,,1756802,5930168
Auckland,CASUARINA ROAD,20,W, ,MANDARIN PLACE,201416742,11/10/2014,Sat,1825,CC,CE1,103A 130A 357A ,T,R,D,B ,F , , ,C,50,0,0,1,,,1769592,5915176
Auckland,CATKIN CRESCENT,50,S, ,HOLBORN PLACE,201444965,11/10/2014,Sat,104,DA,CS1C,103A 631A ,M,E,D,DO,F , ,N,N,50,0,0,0,,,1763418,5905313
Auckland,CATKIN CRESCENT,200,S, ,HOLBORN PLACE,201431245,03/03/2014,Mon,2200,DB,CE1,103A 111A 131A ,C,M,W,DN,L , ,N,C,50,0,0,0,,,1763351,5905180
Auckland,CATON ROAD,140,N, ,WAIRERE ROAD,201432277,24/01/2014,Fri,2217,DA,CS1,111A 131A 402A ,EP,E,D,DN,F , ,N,N,100,0,0,0,,,1734064,5920800
Auckland,CAUSEWAY ROAD,180,S, ,WILMA ROAD,201437186,05/05/2014,Mon,1346,EC,TS1,820,J,E,W,ON,L , ,N,R,50,0,0,0,,,1781368,5925592
Auckland,CAVENDISH DRIVE,5,E, ,GRAYSON AVENUE,201435060,12/04/2014,Sat,1537,MC,CW1C,372B ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1766066,5904528
Auckland,CAVENDISH DRIVE,, ,I,GRAYSON AVENUE,201444720,21/08/2014,Thu,1450,FB,CS1C,331A ,,R,D,BF,F ,T,S,C,50,0,0,0,,,1766062,5904526
Auckland,CAVENDISH DRIVE,150,E, ,GREAT SOUTH ROAD,201415474,18/06/2014,Wed,1400,FD,4W1CC,181A 181B ,,R,D,B ,F , , ,R,50,0,0,1,,,1767303,5904859
Auckland,CAVENDISH DRIVE,30,S, ,GREAT SOUTH ROAD,201444728,26/08/2014,Tue,1645,LB,CN1V,303B 927 ,,R,D,BF,F ,D,N,R,50,0,0,0,,,1767403,5904924
Auckland,CAVENDISH DRIVE,20,W, ,GREAT SOUTH ROAD,201438724,25/06/2014,Wed,752,FD,VW1VC,181A ,,R,W,BF,L , ,N,R,60,0,0,0,,,1767419,5904918
Auckland,CAVENDISH DRIVE,50,W, ,GREAT SOUTH ROAD,201440293,11/07/2014,Fri,1010,BO,CE1C,205A 370B 927 ,,R,D,B ,F ,D, ,R,60,0,0,0,,,1767385,5904916
Auckland,CAVENDISH DRIVE,60,W, ,GREAT SOUTH ROAD,201449439,24/12/2014,Wed,1322,FD,BW1C4,181A 331A 181B ,,R,D,B ,F , , ,R,60,0,0,0,,,1767382,5904902
Auckland,CAVENDISH DRIVE,, ,I,GREAT SOUTH ROAD,201417785,28/12/2014,Sun,1940,HA,CE1CV,322B 334B ,,R,D,TO,F ,M,T,C,50,0,0,1,,,1767430,5904936
Auckland,CAVENDISH DRIVE,, ,I,GREAT SOUTH ROAD,201447207,29/10/2014,Wed,1445,JA,CE1C,308B 929 ,,R,D,O ,F ,D,T,C,70,0,0,0,,,1767430,5904936
Auckland,CAVENDISH DRIVE,, ,I,GREAT SOUTH ROAD,201440280,30/06/2014,Mon,1802,HA,CE1CC,322B 334B 801 ,,R,W,DO,L ,X,T,R,50,0,0,0,,,1767430,5904936
Auckland,CAVENDISH DRIVE,, ,I,JACK CONWAY AVENUE,201431400,26/02/2014,Wed,930,KA,CE1C,302B 377B ,,R,D,BF,F ,T,G,R,60,0,0,0,,,1767032,5904739
Auckland,CAVENDISH DRIVE,30,E, ,LAMBIE DRIVE,201433204,21/03/2014,Fri,840,AA,VE1C,372A ,,R,D,BF,F , ,N,R,60,0,0,0,,,1766762,5904689
Auckland,CAVENDISH DRIVE,70,E, ,LAMBIE DRIVE,201436551,20/05/2014,Tue,1250,MC,CE1C,370B 372B 927 ,,R,D,B ,F ,D, ,P,50,0,0,0,,,1766802,5904695
Auckland,CAVENDISH DRIVE,100,E, ,LAMBIE DRIVE,201443040,23/08/2014,Sat,2109,MC,CW1C,372B ,,R,D,DO,F , , ,R,60,0,0,0,,,1766833,5904687
Auckland,CAVENDISH DRIVE,120,E, ,LAMBIE DRIVE,201412065,19/04/2014,Sat,1037,AA,CW1M,372A 381A ,,R,D,O ,F , ,N,P,60,0,0,1,,,1766853,5904690
Auckland,CAVENDISH DRIVE,140,E, ,LAMBIE DRIVE,201440608,20/07/2014,Sun,1625,KA,CW1C,308B 375B 402B 925 ,,R,D,O ,F ,D,N,R,50,0,0,0,,,1766873,5904693
Auckland,CAVENDISH DRIVE,170,E, ,LAMBIE DRIVE,201449422,28/12/2014,Sun,1030,GD,CW1C,927,,R,D,B ,F ,D,N,R,60,0,0,0,,,1766903,5904698
Auckland,CAVENDISH DRIVE,10,W, ,LAMBIE DRIVE,201450233,08/12/2014,Mon,1400,MG,CE1C,371B ,,R,D,BF,F ,X,T,C,50,0,0,0,,,1766712,5904676
Auckland,CAVENDISH DRIVE,150,W, ,LAMBIE DRIVE,201414621,16/07/2014,Wed,1240,JA,VE14,308B 314B 377B 925 ,,R,D,B ,F ,D, ,P,60,0,0,1,,,1766575,5904646
Auckland,CAVENDISH DRIVE,, ,I,LAMBIE DRIVE,201434547,20/04/2014,Sun,1145,FB,CE1C,181A ,,R,W,OF,L ,X,T,R,50,0,0,0,,,1766722,5904676
Auckland,CAVENDISH DRIVE,, ,I,LAMBIE DRIVE,201410459,16/02/2014,Sun,1952,HA,CW1X,322A ,,R,D,B ,F ,X,T,P,60,0,0,1,,,1766735,5904672
Auckland,CAVENDISH DRIVE,, ,I,LAMBIE DRIVE,201447218,13/11/2014,Thu,840,FB,CN1C,181A ,,E,W,O ,L ,X,T,L,50,0,0,0,,,1766722,5904676
Auckland,CAVENDISH DRIVE,80,W, ,PLUNKET AVENUE,201411115,12/03/2014,Wed,1710,JA,CE1C,314B 377B 927 ,,R,D,B ,F ,D, ,C,50,0,0,2,,,1765813,5904361
Auckland,CAVENDISH DRIVE,10,N, ,PUHINUI OFF NBD,201450273,31/12/2014,Wed,2030,AO,CS1C,330A 381A ,,R,D,DO,F ,X,T,R,50,0,0,0,,,1764787,5903714
Auckland,CAVENDISH DRIVE,, ,I,PUHINUI OFF NBD,201450269,31/12/2014,Wed,2110,FE,CS1C,181A ,,R,W,DO,F ,M,T,C,50,0,0,0,,,1764783,5903705
Auckland,CAVENDISH DRIVE,, ,I,PUHINUI OFF NBD,201441135,11/07/2014,Fri,2250,GF,CW2C,381A ,,M,W,DO,L ,X,T,C,60,0,0,0,,,1764771,5903711
Auckland,CAVENDISH DRIVE,5,S, ,PUHINUI OFF SBD,201415171,18/08/2014,Mon,2105,FE,CN1C,181A 331A ,,E,D,TO,F ,X,T,C,60,0,0,1,,,1764816,5903800
Auckland,CAVENDISH DRIVE,, ,I,SHARKEY ST,201437721,08/06/2014,Sun,1715,JA,CW1C,302A ,,R,D,DO,F ,T,G,C,20,0,0,0,,,1767113,5904755
Auckland,CAVENDISH DRIVE,, ,I,SHARKEY ST,201449440,23/12/2014,Tue,1355,FB,CN2C,181A 387A ,,R,D,B ,F ,T,G,R,60,0,0,0,,,1767113,5904755
Auckland,CAVENDISH DRIVE,, ,I,SHARKEY ST,201413759,08/06/2014,Sun,1740,JA,CW14,613A ,,R,W,TO,L ,T,G,R,50,0,0,3,,,1767113,5904755
Auckland,CAVENDISH DRIVE E,, ,I,LAMBIE DRIVE,201445701,16/10/2014,Thu,1330,KC,CS1C,322A ,,R,D,B ,F ,X,T,C,50,0,0,0,,,1766735,5904672
Auckland,CAVENDISH DRIVE E,, ,I,LAMBIE DRIVE,201448229,01/12/2014,Mon,1420,HA,CE1C,322A ,,E,D,B ,F ,X,T,C,50,0,0,0,,,1766733,5904684
Auckland,CAVENDISH ON SBD,150,E, ,CAVENDISH DRIVE,201417807,21/11/2014,Fri,1440,FE,TE1C,150A 334A 353A ,,R,D,B ,F , ,T,C,100,0,0,1,,,1764974,5903755
Auckland,CECIL ROAD,20,N, ,EPSOM AVENUE,201447502,28/10/2014,Tue,1015,GE,CN1C,160A 330A 801 929 ,,M,W,O ,L ,D, ,C,50,0,0,0,,,1757419,5916784
Auckland,CEDAR TERRACE,20,W, ,WHANGAPARAOA ROAD,201445069,08/10/2014,Wed,110,EA,4W14,195A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1754863,5944878
Auckland,CELADON PLACE,80,E, ,DRUCES ROAD,201444604,14/09/2014,Sun,2005,MO,CE1,929,F,R,W,DN,F ,D,N,C,50,0,0,0,,,1767260,5903299
Auckland,CENOTAPH ROAD,20,S, ,THE CRESCENT,201441782,04/07/2014,Fri,2210,FO,CN1C,181A 201A 201B ,,E,W,DO,F , , ,N,50,0,0,0,,,1758370,5919225
Auckland,CENTENNIAL PARK ROAD,400,S, ,MATHESON ROAD,201413057,24/05/2014,Sat,1210,CA,PN1,102A 403A ,,R,D,BN,F , ,N,C,50,0,0,1,,,1737153,5982240
