TLANAME,CRASHROAD,CRASHDIST,CRASHDIRN,INTSN,SIDEROAD,CRASHID,CRASHDATE,CRASHDOW,CRASHTIME,MVMT,VEHICLES,CAUSES,OBJECTSSTRUCK,ROADCURVE,ROADWET,LIGHT,WTHRa,JUNCTYPE,TRAFCTRL,ROADMARK,SPDLIM,CRASHFATALCNT,CRASHSEVCNT,CRASHMINCNT,PERSAGE1,PERSAGE2,EASTING,NORTHING
Tararua District,2/808/9.585,100,S, ,DUKE ST,201439584,29/06/2014,Sun,1822,FD,CN1V,181A ,,R,D,DO,F , , ,C,70,0,0,0,,,1840637,5517729
Tararua District,2/808/9.817,, ,I,QUEEN ST,201446250,09/09/2014,Tue,720,DB,CS1,111A 131A ,FK,R,D,BF,F ,T,G,R,50,0,0,0,,,1840505,5517546
Tararua District,2/808/9.837,20,S, ,QUEEN ST,201450489,16/12/2014,Tue,115,EC,CS1,341A ,X,R,D,DO,F , ,N,C,70,0,0,0,,,1840494,5517529
Tararua District,2/808/12.57,200,S, ,AVERY ROAD,201447801,20/10/2014,Mon,1730,DA,CN1,131A ,F,E,D,ON,F , ,N,C,100,0,0,0,,,1838878,5515335
Tararua District,2/808/15.255,1100,N, ,BRIDGE ROAD,201400157,23/07/2014,Wed,2333,BE,CS1C,101A 410A ,,R,D,DN,F , ,N,C,100,1,2,0,,,1837309,5513245
Tararua District,2/825/5.867,50,S, ,PUKEWHAI ROAD,201418386,27/10/2014,Mon,1539,CB,CS1,129A 350A ,TV,R,W,ON,HS, ,N,C,100,0,1,0,,,1832966,5507841
Tararua District,2/825/7.144,5,N, ,BROWNS ROAD,201447573,07/11/2014,Fri,1210,EC,VN1,911,W,R,D,O ,F ,T,S,C,100,0,0,0,,,1832256,5506780
Tararua District,2/825/7.426,, ,I,HAMUA HUKANUI ROAD,201413434,26/06/2014,Thu,1700,LB,CN1S,197A 303B ,,M,W,DN,L ,T,G,C,100,0,0,1,,61,1832102,5506544
Tararua District,2/825/10.362,400,S, ,TE AWE AWE ROAD,201440721,28/07/2014,Mon,745,CC,CS1,130A 402A ,V,R,W,O ,F , , ,C,100,0,0,0,,,1830638,5504031
Tararua District,2/825/15.552,500,W, ,FAFEITA ROAD,201440723,20/06/2014,Fri,1750,EC,4N1,912,W,E,D,DN,F , , ,C,100,0,0,0,,,1829526,5499196
Tararua District,2/825/15.752,300,N, ,FAFEITA ROAD,201412828,28/04/2014,Mon,1410,BE,CS1T,130A 412A 901 ,FP,R,W,O ,H , , ,C,100,0,0,2,,,1829547,5498997
Tararua District,2/825/16.452,400,S, ,FAFEITA ROAD,201440722,29/07/2014,Tue,1255,EC,TS1,386A ,B,E,D,O ,F , , ,C,100,0,0,0,,,1829446,5498325
Tararua District,2/842/1.151,, ,I,MACARA ST,201447581,11/11/2014,Tue,1830,JA,CN1C,103B 302B ,,R,D,O ,F ,T,G,C,50,0,0,0,,,1828678,5497376
Tararua District,2/842/1.518,10,S, ,CHURCH ST,201449207,07/12/2014,Sun,1510,FC,4N1C,181A ,,R,W,O ,F ,T,G,C,50,0,0,0,,,1828606,5497039
Tararua District,2/842/8.964,400,N, ,OPAKI KAIPARORO ROAD,201447580,29/10/2014,Wed,900,QG,4N1,130A 903 ,,R,D,O ,FS, , ,C,100,0,0,0,,,1825048,5491266
Tararua District,2/842/11.124,1000,N, ,MT BRUCE ENT,201411174,29/03/2014,Sat,1640,DB,VS1,410A 615A ,V,E,D,O ,F , , ,C,100,0,0,2,,,1823390,5489971
Tararua District,2/842/11.245,600,S, ,KAIPARORO ROAD,201439942,11/06/2014,Wed,200,DA,CN1,102A 129A 410A ,EF,E,W,DN,L , ,N,C,100,0,0,0,,,1823325,5489868
Tararua District,2/842/11.845,1200,S, ,KAIPARORO ROAD,201447579,05/11/2014,Wed,1545,CB,CN1,358A ,C,R,D,O ,F , , ,C,100,0,0,0,,,1823129,5489302
Tararua District,2/842/13.124,1000,S, ,MT BRUCE ENT,201433416,22/03/2014,Sat,2030,EC,CN1,912,W,R,D,DN,F , ,N,C,100,0,0,0,,,1822387,5488329
Tararua District,2/842/14.881,2000,N, ,BRUCE ROAD,201413010,14/05/2014,Wed,1220,CC,CS1,501A ,C,R,W,ON,L , ,N,C,100,0,0,1,,,1821109,5487179
Tararua District,3/491/0.088,2820,E, ,FITZHERBERT EAST ROAD,201416094,27/09/2014,Sat,740,DB,ME1,128A 134A ,G,S,D,O ,F , ,N,C,100,0,0,1,,,1837170,5533640
Tararua District,3/491/0.267,3000,S, ,SH 57,201439116,07/06/2014,Sat,1352,DB,CN1,131A 351A ,C,M,D,O ,  , ,N,L,100,0,0,0,,,1837241,5533493
Tararua District,3/491/0.806,3900,N, ,GORGE ROAD,201412048,14/04/2014,Mon,810,DB,CW1,110A 131A ,CG,M,W,O ,F , ,N,L,100,0,0,1,,,1837615,5533151
Tararua District,3/491/1.268,4000,E, ,FITZHERBERT EAST ROAD,201412004,06/04/2014,Sun,1700,DB,CE1,110A 131A ,C,M,W,O ,L , ,N,L,80,0,0,1,,,1838070,5533186
Tararua District,3/491/1.706,3000,W, ,GORGE ROAD,201412136,17/04/2014,Thu,600,BF,VW1V,132A 197A ,,S,W,DN,H , , ,L,100,0,0,1,,,1838477,5533337
Tararua District,3/491/4.006,700,N, ,GORGE ROAD,201449386,12/12/2014,Fri,718,DA,CN1,131A 801 ,CD,E,W,O ,L , , ,L,100,0,0,0,,,1839367,5531714
Tararua District,3/491/4.306,400,N, ,GORGE ROAD,201411727,21/02/2014,Fri,853,DB,TN1,111A 131A ,EG,E,W,B ,F , , ,L,100,0,1,0,,,1839381,5531422
Tararua District,3/491/4.906,200,E, ,GORGE ROAD,201448589,17/11/2014,Mon,1620,DB,CE1,136A 632A ,FG,M,W,ON,F , ,N,L,100,0,0,0,,,1839584,5530933
Tararua District,3/491/5.301,1400,W, ,OLD GORGE ROAD,201442292,19/08/2014,Tue,630,DB,40,131A 191A ,C,M,D,DN,F , , ,C,100,0,0,0,,,1839961,5530828
Tasman District,ABEL TASMAN DRIVE,, ,A,MOTUPIPI BR,201411037,19/02/2014,Wed,814,DB,VS1,423A 501A ,BF,E,D,B ,F , , ,C,60,0,0,1,,,1586555,5477957
Tasman District,ABEL TASMAN DRIVE,90,W, ,RICHMOND ROAD,201448343,17/12/2014,Wed,1350,GE,CE1C,150A 402A 927 ,,R,D,B ,F ,D,N,C,50,0,0,0,,,1590180,5479704
Tasman District,ABEL TASMAN DRIVE,300,N, ,SUNBELT CRESCENT,201448705,01/11/2014,Sat,1400,DO,4N1C,330A 386A 929 ,M,R,D,O ,F ,D,N,C,60,0,0,0,,,1585181,5477247
Tasman District,ABEL TASMAN DRIVE,, ,I,SUNBELT CRESCENT,201447427,23/11/2014,Sun,2120,EC,CS1,912,W,R,D,DO,F ,T,G,C,100,0,0,0,,,1584964,5477040
Tasman District,ATKINS ST,, ,I,POOLE ST,201450493,08/12/2014,Mon,1720,MC,VE2C,372B ,,E,D,BF,F ,X,G,C,50,0,0,0,,,1600202,5449266
Tasman District,BARNETT AVENUE,800,E, ,BEST ISLAND ROAD,201450490,15/12/2014,Mon,2130,DA,CE1,103A 131A ,F,E,W,DN,L , ,N,N,50,0,0,0,,,1613291,5427959
Tasman District,BROOKLYN VALLEY ROAD,3950,W, ,MOTUEKA RIVER WEST BANK R,201400160,28/07/2014,Mon,1130,DB,SW1,110A 138A ,V,E,D,B ,F , ,N,N,100,1,0,0,,52,1593898,5449886
Tasman District,CHAMPION ROAD,50,N, ,HILL ST,201414234,31/07/2014,Thu,1630,CB,CN1,354A 407A ,,R,D,B ,F , ,N,C,50,0,0,1,,,1617422,5423577
Tasman District,CHAMPION ROAD,, ,I,SALISBURY ROAD,201446422,02/10/2014,Thu,1200,HA,4S1P,302A 375A ,,R,D,ON,F ,R,G,N,50,0,0,0,,,1616913,5424190
Tasman District,CHING ROAD,130,W, ,CENTRAL ROAD,201400040,26/02/2014,Wed,1620,CB,OE1,129A ,V,R,D,BF,F , ,N,L,100,1,0,0,,,1598129,5443236
Tasman District,CLAY ST,70,E, ,YORK ST,201446126,18/10/2014,Sat,1630,EA,CW1C,129A ,M,R,D,O ,F , , ,C,50,0,0,0,,,1601474,5449116
Tasman District,COBB DAM ROAD,5000,S, ,COBB RIVER BR,201434606,18/04/2014,Fri,815,DB,CE1,135A 402A 901 ,ET,S,W,ON,HS, ,N,N,100,0,0,0,,,1576379,5450686
Tasman District,COLLINGWOOD-BAINHAM MAIN,230,W, ,NELSON TERRACE,201410207,17/01/2014,Fri,820,DA,CE1,139A 402A ,C,E,D,B ,F , ,N,C,100,0,0,1,,,1571664,5496466
Tasman District,COLLINGWOOD-BAINHAM MAIN,, ,I,PAH ROAD NORTH,201439393,26/06/2014,Thu,1515,CB,4S1,112A 400A ,F,R,D,O ,F ,X,G,C,100,0,0,0,,,1568917,5494338
Tasman District,COLLINGWOOD-PUPONGA MAIN,, ,A,RUATANIWHA BR 306,201440520,17/07/2014,Thu,1141,FD,4N1C,331A 191B 353B ,,R,D,O ,F , ,G,N,100,0,0,0,,,1570190,5498929
Tasman District,COLLINGWOOD-PUPONGA MAIN,440,S, ,WHAKAMARAMA ROAD,201435101,04/05/2014,Sun,1425,EC,VS1,912,W,R,D,O ,F , ,N,C,100,0,0,0,,,1570557,5498215
Tasman District,DAWSON ROAD,650,E, ,SEATON VALLEY ROAD,201437989,17/02/2014,Mon,1450,DA,CN1,134A 692A ,T,M,D,B ,F , ,N,C,100,0,0,0,,,1605748,5433818
Tasman District,EDEN ROAD,100,W, ,SH 60,201414974,10/07/2014,Thu,740,BB,VE1C,129A ,,S,D,OF,F , ,N,N,100,0,1,1,,,1602508,5442646
Tasman District,ELIZABETH ST,, ,I,TASMAN ST,201442971,25/05/2014,Sun,300,DB,CS2,101A 131A 359A 402A ,FX,E,D,DO,F ,X,G,C,50,0,0,0,,,1573179,5497012
Tasman District,FITTAL ST,, ,I,BEACH ROAD,201443446,12/09/2014,Fri,1700,DA,CS1,110A 131A ,,S,W,O ,L ,T,N,C,50,0,0,0,,,1615988,5424501
Tasman District,FORESTRY ROAD,10,N, ,COOPER ROAD,201417702,12/11/2014,Wed,1400,DA,4N1,129A 131A ,,M,D,B ,F ,T,N,N,20,0,0,1,,,1611682,5432011
Tasman District,GEORGE HARVEY ROAD,250,N, ,CARLYON ROAD,201430128,22/01/2014,Wed,1719,DB,VW1,111A 131A 357A ,FH,S,D,BN,F , ,N,N,100,0,0,0,,,1603084,5432517
Tasman District,GEORGE ST,50,W, ,WILLIAM ST,201435940,06/04/2014,Sun,730,MO,CE1C,371A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1616356,5423037
Tasman District,GOODMAN DRIVE,90,N, ,MCCARTHY CRESCENT,201450807,15/12/2014,Mon,1430,MO,CN1C,371A ,M,E,D,BF,F , ,N,C,50,0,0,0,,,1601376,5448914
Tasman District,GREENWOOD ST,10,E, ,SH 60,201416591,28/05/2014,Wed,1515,NB,CE1E,713B 726B ,,R,D,BF,F ,X,G,X,50,0,0,1,3,,1600946,5449022
Tasman District,GREENWOOD ST,, ,I,VOSPER ST,201437976,25/05/2014,Sun,1700,JA,400000000000000,145A 302B 387B ,,R,D,TF,F ,T,G,C,50,0,0,0,,,1601173,5449020
Tasman District,HIAWATHA LANE,10,E, ,SH 60,201432242,15/02/2014,Sat,1445,MB,CW1C,357A 512A 357B ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1583737,5477412
Tasman District,HIGGS ROAD,100,S, ,LIONEL PLACE,201417504,17/11/2014,Mon,1650,BB,CN1C,129A 358A ,,E,W,ON,F , ,N,N,50,0,0,1,,,1607476,5432977
Tasman District,HILL ST,, ,I,ANGELUS AVENUE,201439133,12/05/2014,Mon,845,CC,VN1,130A 504A ,,R,D,B ,F ,T,N,C,50,0,0,0,,,1616875,5423057
Tasman District,HILL ST,, ,I,QUEEN ST,201430832,14/02/2014,Fri,1745,HA,CW2C,301B 375B ,,R,D,BF,F ,X,S,C,50,0,0,0,,,1616281,5422565
Tasman District,HILL ST,60,W, ,SUTTON ST,201439429,03/07/2014,Thu,1320,EA,VE1V,386A ,M,R,D,B ,F , ,N,C,50,0,0,0,,,1616746,5422952
Tasman District,JUBILEE ROAD,430,W, ,MAIN ROAD,201414539,14/06/2014,Sat,1520,DA,MN1,111A 138A 514A ,C,E,D,B ,F , , ,N,100,0,0,1,,,1599275,5444207
Tasman District,KAITERITERI-SANDY BAY ROA,1650,S, ,RIWAKA-SANDY BAY ROAD,201448083,23/11/2014,Sun,800,BO,VS1C,205A 404A ,,S,D,O ,F , , ,C,100,0,0,0,,,1600447,5459008
Tasman District,KELLING ROAD,, ,I,MOUTERE HIGHWAY,201412529,11/04/2014,Fri,509,DC,CN2,112A 514A 517A 801 ,FX,R,W,DO,L ,T,G,C,100,0,0,1,,,1600602,5432571
Tasman District,KING EDWARD ST,, ,I,QUEEN VICTORIA ST,201435920,22/03/2014,Sat,2345,DA,CN2,103A 111A 133A 357A ,FS,R,D,DO,F ,X,T,C,50,0,0,0,,,1599568,5447490
Tasman District,KORERE-TOPHOUSE ROAD,100,N, ,WAIREKA ROAD,201417715,26/11/2014,Wed,130,DA,TN1,111A 131A ,T,E,W,DN,L , ,N,C,80,0,0,1,,,1591465,5378254
Tasman District,LANSDOWNE ROAD,20,S, ,LOWER QUEEN ST,201410388,22/01/2014,Wed,1740,CB,CS1,101A 129A 359A ,P,R,D,BN,F , ,N,C,100,0,0,1,,,1612507,5427088
Tasman District,LOWER QUEEN ST,, ,I,MCSHANE ROAD,201416362,16/09/2014,Tue,927,JA,CN1C,302B 353B ,,R,D,B ,F ,T,G,C,70,0,0,1,,,1614313,5424938
Tasman District,LOWER QUEEN ST,20,N, ,STRATFORD ST,201416807,05/11/2014,Wed,1435,JA,SW14,308B 378B 835 929 ,,R,D,O ,F ,D,N,C,50,0,0,1,,22,1615110,5423974
Tasman District,LOWER QUEEN ST,50,S, ,STRATFORD ST,201446566,21/10/2014,Tue,1410,PC,VS1,308A 376A 927 ,,R,D,B ,F ,D,N,C,50,0,0,0,,,1615155,5423920
Tasman District,LOWER QUEEN ST,, ,I,SWAMP ROAD,201430614,02/02/2014,Sun,1200,CB,CN1,110A ,V,R,W,O ,H ,T,S,C,100,0,0,0,,,1613418,5426017
Tasman District,MAIN ROAD,490,N, ,CENTRAL ROAD,201411120,27/03/2014,Thu,725,JA,4N14,308B 377B 922 ,,R,D,TF,F ,D, ,C,70,0,0,1,,,1599473,5445201
Tasman District,MAPUA DRIVE,50,W, ,HIGGS ROAD,201411701,05/03/2014,Wed,1645,CA,CE1,129A 130A ,C,R,D,B ,F , , ,C,80,0,0,1,,,1606840,5433371
Tasman District,MARTIN FARM ROAD,70,W, ,RIWAKA-KAITERITERI ROAD,201439336,27/06/2014,Fri,1820,DB,CE1,111A 133A ,C,M,W,DO,F , ,N,N,30,0,0,0,,,1601206,5456828
Tasman District,MATAKITAKI ROAD,7000,S, ,FAIRFAX ST,201433192,06/02/2014,Thu,2120,DB,4N1,131A 813 903 ,,M,D,DN,FS, , ,N,100,0,0,0,,,1543831,5364335
Tasman District,MCCALLUM ROAD,, ,I,LONG PLAIN ROAD,201446212,04/10/2014,Sat,1025,BB,4S14,124A ,,R,D,ON,F ,T,G,C,100,0,0,0,,,1582327,5473933
Tasman District,MOTUEKA VALLEY HIGHWAY,2100,S, ,ALEXANDER BLUFF ROAD,201434117,10/03/2014,Mon,1115,MG,TN1V,197A 352B 371B 404B ,,E,D,BN,F , ,N,N,100,0,0,0,,,1592682,5442039
Tasman District,MOTUEKA VALLEY HIGHWAY,, ,I,COLLEGE ST,201445771,17/10/2014,Fri,1300,DA,CN1,131A 354A ,FHT,E,D,B ,F ,T,N,C,100,0,0,0,,,1596814,5447771
Tasman District,MOTUEKA VALLEY HIGHWAY,3000,N, ,DOVEDALE ROAD,201411702,08/03/2014,Sat,430,DA,4N1,131A 358A ,ET,E,D,DN,F , , ,C,100,0,0,1,,,1585548,5435158
Tasman District,MOTUEKA VALLEY HIGHWAY,10000,S, ,GREENHILL ROAD,201431917,12/01/2014,Sun,830,DA,CN1,129A 134A ,P,E,D,BN,F , ,N,C,100,0,0,0,,,1594960,5444682
Tasman District,MOTUEKA VALLEY HIGHWAY,760,S, ,MAIN ROAD TAPAWERA,201446830,15/09/2014,Mon,845,CB,CS1,125A 410A ,FT,R,D,B ,F , , ,C,100,0,0,0,,,1585177,5419125
Tasman District,MOTUEKA VALLEY HIGHWAY,2290,N, ,WAIWHERO ROAD,201433251,06/01/2014,Mon,1115,BF,CN1C,129A 410A ,X,E,D,BN,F , ,N,C,100,0,0,0,,,1591240,5440367
Tasman District,MOTUPIPI ST,200,N, ,SH 60,201410896,01/03/2014,Sat,1557,MC,CS1S,197A 350B 372B ,,R,D,B ,F , , ,C,50,0,0,2,,13,1583796,5476797
Tasman District,MOUTERE HIGHWAY,310,N, ,DAVEY ROAD,201412644,04/04/2014,Fri,1130,DB,CN1,111A 131A ,V,M,W,ON,L , ,N,C,100,0,0,1,,,1600963,5436109
Tasman District,MOUTERE HIGHWAY,60,W, ,GOLDEN HILLS ROAD,201415577,06/09/2014,Sat,912,CC,CE1,112A 130A 431A 650A 692A ,P,R,D,B ,F , , ,C,100,0,0,1,,,1609285,5426033
Tasman District,MOUTERE HIGHWAY,200,W, ,GREENACRES ROAD NORTH,201400153,13/07/2014,Sun,1830,NB,CE1E,330A 353A 715B 724B ,,R,D,DN,F , , ,C,100,1,0,0,41,,1607344,5427186
Tasman District,MOUTERE HIGHWAY,50,N, ,HARLEY ROAD,201431945,11/02/2014,Tue,615,EC,CN1,915,W,M,D,DN,F , ,N,C,100,0,0,0,,,1600763,5437681
Tasman District,NEES ROAD,50,N, ,ROTOTAI ROAD,201450455,05/12/2014,Fri,320,DB,CS1,103A 111A 131A ,F,E,D,DN,F , ,N,N,100,0,0,0,,,1586204,5479398
Tasman District,NEUDORF ROAD,940,E, ,DOVEDALE ROAD,201416054,11/09/2014,Thu,1815,DA,4W1,131A 330A ,EF,E,W,TN,L , ,N,C,100,0,0,1,,,1591858,5429731
Tasman District,OLD COACH ROAD,, ,I,MOUTERE HIGHWAY,201430743,15/02/2014,Sat,200,DA,CS1,131A 512A ,FS,E,D,DN,F ,Y,G,C,100,0,0,0,,,1603249,5429728
Tasman District,OLD WHARF ROAD,, ,I,MOTUEKA QUAY,201439969,20/04/2014,Sun,2340,DA,CS2,111A 131A ,V,M,D,DO,F ,T,N,C,50,0,0,0,,,1602022,5447396
Tasman District,OLD WHARF ROAD,15,E, ,SH 60,201438462,05/06/2014,Thu,1700,MO,CW1C,371A ,M,R,D,B ,F , , ,C,50,0,0,0,,,1600892,5447439
Tasman District,OXFORD ST,200,S, ,CAMBRIDGE ST,201437230,29/04/2014,Tue,1345,MO,CN1C,371A 927 ,M,R,D,BF,F , ,N,C,50,0,0,0,,,1615402,5423399
Tasman District,OXFORD ST,, ,I,CAMBRIDGE ST,201440320,10/07/2014,Thu,1705,HA,VN1C,103B 301B ,,R,D,TF,F ,X,S,C,50,0,0,0,,,1615274,5423552
Tasman District,OXFORD ST,100,N, ,WENSLEY ROAD,201415264,30/07/2014,Wed,1545,KA,SN1C,191A 532A 308B 929 ,,R,W,OF,F ,D,N,C,50,0,0,1,,15,1615450,5423341
Tasman District,POOLE ST,, ,I,WILKIE ST,201434368,08/04/2014,Tue,1115,KA,CE1C,303B ,,R,W,O ,L ,T,N,C,50,0,0,0,,,1600513,5449255
Tasman District,QUEEN ST,60,N, ,HILL ST,201446838,07/10/2014,Tue,1013,EA,CS1C,129A 410A ,M,R,D,B ,F , ,N,C,50,0,0,0,,,1616243,5422611
Tasman District,QUEEN ST,, ,I,HILL ST,201435923,13/04/2014,Sun,1445,HA,CN2C,301B 353B 375B ,,R,W,OF,L ,X,S,C,50,0,0,0,,,1616281,5422565
Tasman District,QUEEN ST,20,W, ,MCINDOE PLACE,201443300,10/09/2014,Wed,1645,CB,CS1,130A 501A ,HT,R,D,B ,F , ,N,C,50,0,0,0,,,1615257,5423797
Tasman District,QUEEN ST,120,N, ,WENSLEY ROAD,201418573,24/12/2014,Wed,933,NG,CS1E,711B ,,R,D,BF,F , ,N,C,50,0,0,1,70,,1615554,5423441
Tasman District,QUEEN VICTORIA ST,, ,I,COLLEGE ST,201432480,28/02/2014,Fri,1558,HA,CE2C,301A 350A 404A ,,R,D,BF,F ,X,S,R,50,0,0,0,,,1599568,5447490
Tasman District,RIWAKA-KAITERITERI ROAD,1950,N, ,SH 60,201439578,15/06/2014,Sun,130,DA,CN1,101A 111A 402A ,C,M,W,DN,L , , ,C,80,0,0,0,,,1600168,5454841
Tasman District,RIWAKA-KAITERITERI ROAD,300,S, ,STEPHENS BAY ROAD,201417657,15/12/2014,Mon,1130,DA,MN1,138A 817 ,,M,D,B ,F , ,N,N,80,0,0,1,,,1600955,5455758
Tasman District,RIWAKA-SANDY BAY ROAD,1570,N, ,SH 60,201439428,07/07/2014,Mon,850,DB,CS1,110A 802 904 ,,S,I,B ,M , ,N,C,100,0,0,0,,,1598339,5455500
Tasman District,ROBINSON ROAD,840,E, ,MAIN ROAD,201411649,08/02/2014,Sat,2352,DA,OE1,101A 131A ,,M,D,DN,F , ,N,C,100,0,2,0,,,1599964,5444837
Tasman District,ROESKE ST,, ,I,WILLIAM ST,201448250,04/12/2014,Thu,2122,DA,CS1,103A 111A ,CK,R,D,B ,F ,T,N,C,50,0,0,0,,,1616326,5423151
Tasman District,SALISBURY ROAD,20,N, ,ARBOR-LEA AVENUE,201432475,27/02/2014,Thu,1415,QG,CN1C,665A ,,R,D,BF,F ,X,T,C,50,0,0,0,,,1616516,5423845
Tasman District,SALISBURY ROAD,70,E, ,DARCY ST,201446403,17/09/2014,Wed,1515,FD,VE1V,181A ,,R,D,BF,F , ,N,P,40,0,0,0,,,1616270,5423643
Tasman District,SALISBURY ROAD,, ,I,FLORENCE ST,201445770,11/10/2014,Sat,2330,CA,CE1,103A 133A ,S,R,D,DO,F ,T,G,C,50,0,0,0,,,1616014,5423431
Tasman District,SALISBURY ROAD,, ,I,TALBOT ST,201448081,21/11/2014,Fri,1935,LB,CN1C,303B ,,R,D,TF,F ,T,T,N,50,0,0,0,,,1615908,5423342
Tasman District,SH 6,, ,A,UNKNOWN,201450498,24/11/2014,Mon,1330,FD,CS1C,181A ,,E,D,BN,F , ,N,C,100,0,0,0,,,0,0
Tasman District,STAFFORD DRIVE,600,N, ,PINE HILL ROAD,201410178,25/01/2014,Sat,35,DA,CN1,111A 131A 402A ,V,M,D,DN,F , , ,C,60,0,0,2,,,1607009,5436318
Tasman District,TADMOR VALLEY ROAD,1300,S, ,MOTUEKA VALLEY HIGHWAY,201416627,22/10/2014,Wed,1505,BE,CN14,130A 412A ,F,R,D,B ,F , , ,C,100,0,0,2,,,1584087,5417917
Tasman District,TADMOR VALLEY ROAD,830,W, ,MOTUEKA VALLEY HIGHWAY,201412606,05/04/2014,Sat,247,DA,4N1,131A ,F,S,D,DF,F , ,N,C,100,0,1,1,,,1584407,5418227
Tasman District,TALBOT ST,, ,I,ELIZABETH ST,201433191,07/03/2014,Fri,1645,GD,CN1C,331A 352A ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1615675,5423627
Tasman District,TALBOT ST,5,S, ,PAH ST,201440841,26/07/2014,Sat,2230,EA,CN1C,129A ,M,R,D,DO,F ,X,G,N,50,0,0,0,,,1600723,5449018
Tasman District,TAPAWERA-BATON ROAD,1500,N, ,TADMOR VALLEY ROAD,201430898,21/02/2014,Fri,1355,BC,VS14,121A 818 ,,E,D,BN,F , ,N,N,100,0,0,0,,,1583898,5419583
Tasman District,TAPAWERA-BATON ROAD,1500,E, ,WANGAPEKA PLAIN ROAD,201418721,15/12/2014,Mon,1230,BC,4S1T,111A 121A ,,M,D,B ,F , , ,N,100,0,1,3,,,1579495,5423012
Tasman District,TEMPLEMORE DRIVE,, ,I,SALISBURY ROAD,201431013,20/02/2014,Thu,830,JO,SW14,204A 113B ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1616643,5423948
Tasman District,TOTARANUI ROAD,, ,I,AWAROA ROAD,201445061,18/10/2014,Sat,1117,BB,VS1B,124A 404A ,,E,D,B ,F ,T,N,C,100,0,0,0,,,1598982,5479110
Tasman District,WAI-ITI VALLEY ROAD,1500,S, ,SH 6,201416036,06/10/2014,Mon,1638,CB,CS1,129A 410A ,CF,R,D,O ,F , ,N,C,100,0,0,2,,,1596424,5409319
Tasman District,WAIROA GORGE ROAD,200,S, ,PIG VALLEY ROAD,201446402,24/09/2014,Wed,1645,CB,CS1,103A 112A 505A ,T,R,D,BN,F , ,N,N,100,0,0,0,,,1607248,5410755
Tasman District,WAITAPU WHARF ROAD,850,E, ,SH 60,201447886,17/11/2014,Mon,1140,KA,4N1C,308B 375B 929 ,,R,W,ON,L ,D,N,C,80,0,0,0,,,1583421,5480304
Tasman District,WAIWHERO ROAD,200,W, ,THORPE-ORINOCO ROAD,201433162,14/03/2014,Fri,930,BF,VE1T,129A 131A ,,M,D,B ,F , , ,C,100,0,0,0,,,1591611,5438335
Tasman District,WALLACE ST,, ,A,DECKS RESERVE ENT,201440317,04/07/2014,Fri,1729,JA,CE14,101B 308B 930 ,,R,D,DO,F ,D, ,N,50,0,0,0,,,1601104,5448819
Tasman District,WARWICK ST,50,W, ,CHURCHILL AVENUE,201444069,21/07/2014,Mon,,EA,CW1C,129A ,M,R,D,TF,F , ,N,N,50,0,0,0,,,1616641,5422538
Tasman District,WASHBOURN DRIVE,80,W, ,QUEEN ST,201413509,01/07/2014,Tue,250,CC,4W1,103A 130A ,KT,R,W,DO,F , , ,C,50,0,0,1,,,1615770,5423056
Tasman District,WEST AVENUE,15,S, ,CAUTLEY ST,201447841,04/10/2014,Sat,2235,MO,CS1V,101A 371A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1614877,5422954
Tasman District,WHARARIKI ROAD,1000,W, ,PROPERTY ACCESS,201434412,24/04/2014,Thu,1710,CA,4W1,138A 404A ,C,R,D,O ,F , , ,N,100,0,0,0,,,1576788,5514609
Tasman District,WHARF ROAD,, ,I,WARD ST,201417367,20/11/2014,Thu,1657,LB,CW1T,302A 382A ,,E,D,B ,F ,T,G,C,50,0,1,0,,,1601717,5446209
Tasman District,WHITE ROAD,250,S, ,SH 6,201447473,03/12/2014,Wed,715,EA,CN1CC,129A 386A ,M,R,D,B ,F , ,N,N,50,0,0,0,,,1613417,5422043
Tasman District,WILKINSON ST,15,N, ,WALLACE ST,201450946,04/03/2014,Tue,840,EA,CN1C,198A ,M,R,D,O ,F , , ,C,50,0,0,0,,,1601194,5448830
Tasman District,Z CPK KMART,30,N, ,WENSLEY ROAD,201410780,03/04/2014,Thu,1545,NA,CE1E,500A 711B 926 ,,R,D,B ,F ,D,N,C,50,0,0,1,,,1615579,5423358
Tasman District,6/116/12.829,, ,I,MCGLASHEN AVENUE,201446360,26/10/2014,Sun,1545,FO,VN1C,428B ,,R,D,BF,F ,T,T,C,50,0,0,0,,,1615317,5423943
Tasman District,6/116/12.869,80,E, ,MCGLASHEN AVENUE,201436259,21/05/2014,Wed,1700,FD,CW144,181A 181B ,,R,D,TO,F , , ,C,100,0,0,0,,,1615380,5423992
Tasman District,QUEEN ST,, ,I,6/116/12.97,201412360,09/04/2014,Wed,1828,HA,CE2C,322A 501A ,,R,D,O ,F ,X,T,R,50,0,0,1,,,1615207,5423856
Tasman District,6/116/12.97,, ,I,LOWER QUEEN ST,201430732,16/02/2014,Sun,1050,KA,CE1M,322A ,,R,D,BF,F ,X,T,C,50,0,0,0,,,1615207,5423856
