TLANAME,CRASHDATE,CRASHDOW,CRASHTIME,MVMT,VEHICLES,CAUSES,OBJECTSSTRUCK,ROADCURVE,ROADWET,LIGHT,WTHRa,JUNCTYPE,TRAFCTRL,ROADMARK,SPDLIM,CRASHFATALCNT,CRASHSEVCNT,CRASHMINCNT,EASTING,NORTHING
Central Otago District,17/06/2014,Tue,2240,DA,CS1,103A 111A ,,M,W,DN,F , ,N,C,100,0,1,0,1370356,4989370
Central Otago District,08/02/2014,Sat,1545,DB,MN1,131A 681A ,,M,D,O ,F , , ,C,100,0,0,1,1312508,4954936
Central Otago District,18/03/2014,Tue,1900,BB,TN1C,205A 404A ,,M,D,B ,F , , ,C,100,0,0,0,1312403,4957048
Central Otago District,18/10/2014,Sat,1715,DB,CW1,111A 131A ,F,M,W,ON,L , ,N,C,100,0,0,0,1312882,4951059
Central Otago District,02/10/2014,Thu,2121,EA,VW1C,103A 129A ,FKM,R,D,DO,F , , ,R,50,0,0,0,1316409,4983270
Central Otago District,23/05/2014,Fri,1535,CB,TW1,110A 134A ,G,R,W,O ,L , ,N,C,100,0,0,1,1383714,5000950
Central Otago District,20/01/2014,Mon,815,DC,CE1,501A ,F,R,D,BF,F ,X,G,C,50,0,0,0,1300939,5006593
Central Otago District,23/05/2014,Fri,1135,EC,CW1,132A 350A 912 ,W,M,W,O ,F , ,N,N,100,0,0,0,1312226,4988997
Central Otago District,09/01/2014,Thu,1100,DB,CS1,130A 501A ,X,E,D,O ,F ,T,G,C,50,0,0,0,1375200,5010440
Central Otago District,09/11/2014,Sun,1711,DB,MN1,131A 810 ,,M,D,B ,F , , ,C,100,0,1,0,1319542,4938488
Central Otago District,06/01/2014,Mon,1210,AB,MN14C,104A 156A 810 831 ,,E,D,B ,F , , ,N,100,0,1,0,1321178,4939574
Central Otago District,16/03/2014,Sun,2030,EA,CS1C,386A ,M,R,D,DO,F , ,N,C,50,0,0,0,1316455,4982737
Central Otago District,05/12/2014,Fri,2015,EA,CS1V,129A 386A ,M,R,D,TF,F , , ,C,50,0,0,0,1299437,5004821
Central Otago District,17/03/2014,Mon,2300,DA,TS1,129A ,X,M,D,DO,F ,R,G,R,50,0,0,0,1316688,4983345
Central Otago District,05/11/2014,Wed,800,DA,VN1,111A 131A 358A ,G,M,D,B ,F , , ,L,100,0,0,0,1310209,5032611
Central Otago District,20/07/2014,Sun,730,DA,CN1,135A 802 ,C,E,I,DN,F , ,N,C,100,0,0,2,1303687,5013984
Central Otago District,31/12/2014,Wed,1706,MC,4N1C,191A 352B 372B ,F,R,D,O ,F , , ,C,100,0,0,0,1303530,5013583
Central Otago District,07/11/2014,Fri,2200,EC,CN1,911,W,R,D,DN,F , ,N,C,100,0,0,0,1300547,5006968
Central Otago District,08/01/2014,Wed,1010,JA,4S1C,302B 375B ,,R,D,O ,F ,T,G,C,80,0,0,0,1300057,5006224
Central Otago District,09/02/2014,Sun,1600,KA,CN1C,308B 375B 927 ,,R,D,O ,F ,D, ,C,100,0,0,0,1299271,5005659
Central Otago District,01/06/2014,Sun,835,DA,4S1,135A 802 904 ,PX,E,I,O ,MF, , ,C,100,0,0,0,1298033,5003726
Central Otago District,18/03/2014,Tue,1730,AO,BW1S,183A ,,R,D,BF,F , ,N,C,100,0,0,1,1297042,5003483
Central Otago District,05/07/2014,Sat,1010,BF,CN14,103A 111A 131A ,,M,D,B ,F , , ,L,100,0,3,0,1296701,5003402
Central Otago District,14/07/2014,Mon,1720,DA,4W1,135A 804 ,,M,D,ON,F , ,N,C,100,0,0,0,1333265,5057486
Central Otago District,18/04/2014,Fri,1615,DB,CN1,111A 131A ,C,M,W,DN,L , , ,L,100,0,0,3,1333213,5057644
Central Otago District,25/02/2014,Tue,1230,AB,CN1C,153A 156A 831 ,,M,D,B ,F , , ,C,100,0,0,0,1331327,5058361
Central Otago District,02/06/2014,Mon,1021,DA,VN1,131A 802 ,V,M,I,O ,FF, , ,C,100,0,0,4,1330412,5058049
Central Otago District,15/12/2014,Mon,1900,DA,CS1,131A 404A ,F,M,D,B ,F , , ,C,100,0,0,0,1327265,5055712
Central Otago District,07/02/2014,Fri,1325,BB,VS1C,129A 410A ,,M,D,BN,F , ,N,C,100,0,0,1,1324751,5054396
Central Otago District,07/05/2014,Wed,1645,EC,4S1,132A 801 901 ,X,R,W,O ,H , , ,C,100,0,0,0,1321660,5048733
Central Otago District,10/05/2014,Sat,430,DB,CN1,131A 412A ,F,M,D,DN,F ,T,N,C,100,0,0,0,1322769,5044138
Central Otago District,08/04/2014,Tue,1610,DA,CN1,350A 404A ,F,M,D,B ,F , ,N,C,100,0,0,0,1322969,5043743
Central Otago District,07/04/2014,Mon,1203,CB,4S1,128A 665A ,,R,D,B ,F , ,N,C,100,0,0,0,1323015,5043205
Central Otago District,16/02/2014,Sun,1730,DA,CN1,410A 692A ,FT,E,D,BN,F , ,N,C,100,1,0,0,1323324,5042025
Central Otago District,28/12/2014,Sun,1540,BF,CS1V,131A 156A 197B 831 ,,M,D,B ,F , , ,C,100,0,3,1,1323436,5041081
Central Otago District,18/07/2014,Fri,1511,DB,CS1,410A ,FS,M,D,BN,F , ,N,C,100,0,0,0,1323459,5034058
Central Otago District,04/11/2014,Tue,1930,BB,CN1C,123A 205A 404A 801 ,,M,W,O ,L , , ,L,100,0,1,1,1323755,5033139
Central Otago District,13/02/2014,Thu,1232,BC,CE1C,181A 197A ,,M,D,ON,F , ,N,C,100,0,0,1,1323897,5032933
Central Otago District,16/12/2014,Tue,1720,BF,CW1C,131A 134A 191B 197B ,,M,D,B ,F , , ,C,100,0,0,1,1323357,5032002
Central Otago District,01/06/2014,Sun,1800,BF,CE1C,120A 134A 135A 120B 135B 802 905 ,,E,I,DN,SF, ,N,C,100,0,0,1,1321209,5032986
Central Otago District,06/02/2014,Thu,1210,DB,CE1,111A 350A 402A ,GP,E,D,B ,F ,T,G,C,100,0,0,0,1317561,5029103
Central Otago District,29/03/2014,Sat,1018,BF,4E1V,111A 131A ,,S,D,ON,F ,T,G,C,100,0,0,1,1317561,5029103
Central Otago District,08/03/2014,Sat,2100,EC,BS1,195A 912 ,VW,R,D,DN,F , , ,C,100,0,0,0,1313202,5025364
Central Otago District,23/12/2014,Tue,900,CB,CN1,130A 352A 404A ,EF,R,D,B ,F , , ,C,100,0,0,1,1312249,5024081
Central Otago District,06/07/2014,Sun,530,EC,4S1,129A 386A ,B,E,D,DN,FS,T,G,C,100,0,0,0,1312087,5023831
Central Otago District,24/11/2014,Mon,1600,DB,CN1,111A 131A 357A ,B,S,D,B ,F , , ,C,100,0,0,0,1312063,5023784
Central Otago District,29/04/2014,Tue,1450,DB,CS1,111A ,,M,D,O ,F ,T,N,C,100,0,0,0,1312046,5023765
Central Otago District,22/06/2014,Sun,1130,CC,CS1,129A 134A 407A ,C,R,D,B ,F , , ,C,100,0,0,0,1309955,5021420
Central Otago District,05/07/2014,Sat,1715,DA,VS1,136A 682A ,G,E,D,TN,F , ,N,C,90,0,0,0,1306801,5015942
Central Otago District,18/03/2014,Tue,1535,BC,CN14,129A 411A ,,E,D,BN,F , ,N,C,100,0,0,0,1305958,5013861
Central Otago District,19/11/2014,Wed,1830,DA,4N1,131A 501A ,G,M,D,B ,F , , ,C,100,0,0,0,1303752,5011001
Central Otago District,19/10/2014,Sun,1320,CC,CS1,129A 134A ,T,R,D,B ,F , ,N,C,100,0,0,2,1303331,5009925
Central Otago District,04/01/2014,Sat,1035,DA,CS14C,130A 205A 404A ,,R,D,B ,F ,T,G,C,100,0,0,0,1302535,5005750
Central Otago District,17/01/2014,Fri,1755,CB,CN1,129A 130A 402A ,E,R,D,B ,F , , ,C,100,0,0,1,1305680,5000958
Central Otago District,07/11/2014,Fri,1445,CB,CN1,129A 130A 330A ,G,R,D,B ,F , , ,C,100,0,0,0,1309451,4998181
Central Otago District,24/06/2014,Tue,715,DB,CS1,111A 131A 802 ,G,E,I,DN,FF, , ,L,100,0,0,0,1310646,4990272
Central Otago District,11/01/2014,Sat,1629,DA,CS1,131A 681A ,G,M,D,B ,F , , ,C,100,0,0,0,1311344,4989805
Central Otago District,03/05/2014,Sat,1000,DB,CN1,130A 357A 505A ,G,E,D,B ,F , , ,L,100,0,0,0,1311426,4989749
Central Otago District,29/07/2014,Tue,2215,CB,CN1,506A 512A ,T,R,D,DN,F , ,N,C,100,0,0,1,1315128,4984760
Central Otago District,09/06/2014,Mon,1530,DA,CS1,131A 133A 402A 403A 801 ,CX,R,W,O ,L ,R,G,R,50,0,0,2,1316263,4983156
Central Otago District,03/05/2014,Sat,1135,EA,VN1T,129A 330A 404A ,M,R,D,B ,F ,R,G,R,50,0,0,0,1316263,4983156
Central Otago District,25/04/2014,Fri,1520,MC,CS1C,372B ,,E,D,OF,F , ,N,C,50,0,0,0,1316276,4983141
Central Otago District,02/01/2014,Thu,1400,MO,TS1,131A 385A 922 ,H,E,D,O ,F ,D,N,C,50,0,0,0,1316593,4982762
Central Otago District,20/12/2014,Sat,920,MC,CS1C,372B ,,R,D,O ,F , ,N,C,50,0,0,0,1316794,4982522
Central Otago District,07/02/2014,Fri,1155,JA,CS1C,302B 375B ,,E,D,B ,F ,T,G,C,50,0,0,0,1316873,4982094
Central Otago District,10/04/2014,Thu,850,DA,MN1,135A 804 ,GV,M,D,O ,F , , ,C,100,0,1,0,1312711,4978315
Central Otago District,09/08/2014,Sat,1925,BF,CN1C,134A 402A 444A 378B 832 ,,E,D,DN,F , , ,L,100,0,0,0,1312330,4976776
Central Otago District,03/05/2014,Sat,1100,CC,4S1,130A 631A ,F,R,D,B ,F , , ,C,100,0,0,0,1310394,4972929
Central Otago District,22/03/2014,Sat,305,EC,CN1,912,W,R,D,DN,F ,T,G,C,100,0,0,0,1310248,4972298
Central Otago District,20/12/2014,Sat,1330,DB,CN1,129A 131A 410A ,E,E,D,B ,F , , ,C,100,0,0,0,1309805,4969558
Central Otago District,06/12/2014,Sat,1530,DB,CN1,131A 330A ,E,E,D,B ,F , , ,C,100,0,0,1,1309825,4969460
Central Otago District,25/05/2014,Sun,720,DA,TN1,129A 680A 801 ,G,S,W,TN,L , , ,C,100,0,0,0,1308318,4968505
Central Otago District,25/10/2014,Sat,700,QG,4W1,130A 682A ,G,M,D,B ,F , , ,C,100,0,0,0,1310176,4962985
Central Otago District,05/02/2014,Wed,1525,GD,CS1C,333A 927 ,,R,D,O ,F ,D, ,C,100,0,0,0,1311030,4956140
Central Otago District,03/08/2014,Sun,1455,FA,CS1C,331A 402A 412A ,,E,D,O ,F ,X,G,C,50,0,1,0,1312308,4950377
Central Otago District,03/12/2014,Wed,40,CB,CS1,195A ,T,R,D,DN,F , ,N,C,100,0,0,3,1318310,4938478
Central Otago District,26/07/2014,Sat,1135,CB,CN1,130A 402A ,V,R,W,ON,L , ,N,C,100,0,0,0,1318542,4938289
Central Otago District,18/09/2014,Thu,1450,DB,4N1,131A 501A ,EFT,E,D,ON,F , ,N,C,100,0,0,1,1319914,4937315
Central Otago District,12/01/2014,Sun,1650,CA,CN1,404A 410A ,VX,R,D,B ,F , , ,C,100,0,0,0,1322552,4932554
Central Otago District,03/08/2014,Sun,1400,CB,CS1,410A ,K,R,D,O ,F , , ,C,100,0,0,0,1322881,4931828
Central Otago District,25/03/2014,Tue,1425,BF,CN1V,350A 410A ,,E,D,B ,F , ,N,C,100,0,2,0,1324427,4929429
Central Otago District,22/05/2014,Thu,1615,DB,4S1,130A 504A ,,E,D,O ,F , ,N,C,100,0,0,0,1325261,4928878
Central Otago District,12/10/2014,Sun,815,DA,4W1,131A ,S,M,D,B ,F , , ,L,100,0,0,0,1382629,4997909
Central Otago District,18/08/2014,Mon,830,DA,40,129A 363A 902 ,V,E,D,BN,F , ,N,C,100,0,0,1,1380339,5000137
Central Otago District,10/04/2014,Thu,2000,EC,CN1,912,W,R,D,DN,F , ,N,C,100,0,0,1,1371267,5002863
Central Otago District,10/09/2014,Wed,1300,DB,CN1,129A 134A ,F,E,D,B ,F , ,N,C,100,0,0,1,1361873,5013610
Central Otago District,09/03/2014,Sun,1530,MO,400000000000000,371A ,M,R,D,B ,F ,T,N,C,50,0,0,0,1332627,5000955
Central Otago District,14/03/2014,Fri,2320,CC,CS1,103A ,C,R,D,DN,F , ,N,C,100,0,1,0,1326606,4997407
Central Otago District,30/11/2014,Sun,1010,CC,CS1,130A 504A ,KP,R,D,B ,F , ,N,C,50,0,0,0,1317093,4982608
Central Otago District,25/08/2014,Mon,2000,MB,CN1P,303B 375B ,,R,D,DO,F , ,N,C,50,0,0,0,1317085,4982590
Central Otago District,16/04/2014,Wed,635,EC,VN1,912,W,R,W,DN,L , ,N,C,100,0,0,0,1384325,4995005
Central Otago District,20/07/2014,Sun,920,DA,VE1,135A ,V,E,I,BN,F , ,N,C,100,0,0,1,1312464,5029945
Central Otago District,26/04/2014,Sat,1745,GD,CE14,181A ,,R,D,TF,F ,T,G,P,80,0,0,0,1301982,5005964
Central Otago District,26/03/2014,Wed,1815,CB,CW1,129A 134A ,F,R,D,BF,F , ,N,C,100,0,1,0,1324817,4923386
Chatham Islands County,12/09/2014,Fri,900,DA,VN1,129A 134A ,,M,D,B ,F , ,N,N,80,0,0,1,2084966,5188931
Chatham Islands County,07/06/2014,Sat,1800,EC,CN1,915,W,R,D,DN,F , , ,N,80,0,0,0,2086567,5201456
Chatham Islands County,25/05/2014,Sun,230,DB,MN1,103A 433A 813 ,P,M,W,DN,L , , ,N,40,0,0,1,2081497,5176990
Chatham Islands County,14/01/2014,Tue,945,DB,4N1,131A 813 ,,S,D,O ,F , , ,N,80,0,0,0,2077849,5172857
Chatham Islands County,14/11/2014,Fri,100,CC,4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,103A 125A ,M,R,D,DN,F , ,N,C,50,0,0,0,2082573,5176503
Chatham Islands County,16/06/2014,Mon,1430,QD,4W1,428A ,F,R,D,BF,F , ,N,C,50,0,0,0,2081855,5176615
Christchurch City,17/11/2014,Mon,1220,JA,CW1C,303B ,,R,D,O ,F ,T,N,C,50,0,0,0,1565228,5184658
Christchurch City,30/07/2014,Wed,2115,CB,CE1,330A 350A ,P,R,D,DO,F , ,N,R,50,0,0,0,1565631,5176260
Christchurch City,14/10/2014,Tue,1623,PC,XW1E,371A 711B 926 ,,R,D,O ,F ,D,N,N,50,0,0,1,1569379,5182281
Christchurch City,25/09/2014,Thu,2030,KB,CN1C,101B 303B ,,M,D,DO,F ,T,N,C,50,0,0,1,1571854,5183774
Christchurch City,03/02/2014,Mon,752,JB,CE1S,302A 375A ,,R,D,B ,F ,T,G,C,50,0,0,0,1571834,5183651
Christchurch City,14/10/2014,Tue,800,FE,4S1C,331A 350A ,,R,D,O ,F ,T,T,R,60,0,0,1,1573145,5179162
Christchurch City,07/10/2014,Tue,833,MB,SS1C,372B 382B 929 ,,R,D,BF,F ,D,N,R,50,0,1,0,1573093,5179059
Christchurch City,10/04/2014,Thu,1957,FA,CN1C,103A 130A 331A 801 ,IPS,R,W,DO,L ,T,N,R,60,0,0,0,1573083,5179065
Christchurch City,26/02/2014,Wed,1705,GA,4N1C,181A 142B 929 ,,R,D,B ,F ,D, ,R,50,0,0,0,1573275,5179445
Christchurch City,20/11/2014,Thu,940,FE,CN1C,181A 387A ,,R,D,BF,F ,T,T,R,50,0,0,0,1573266,5179427
Christchurch City,22/11/2014,Sat,1848,DB,CW1CC,131A 358A ,MM,R,D,O ,F ,X,T,R,50,0,0,0,1573589,5179867
Christchurch City,10/03/2014,Mon,645,HA,CN1C,309A 350A 817 845 ,,R,D,DO,F ,X,T,C,50,0,0,0,1573588,5179885
Christchurch City,23/10/2014,Thu,1554,LB,TN14,197B 303B 927 ,,R,D,B ,F ,D,N,C,50,0,0,0,1563967,5179091
Christchurch City,28/04/2014,Mon,952,MG,CS1C,330B 371B 801 817 ,,R,W,O ,L ,T,S,C,50,0,0,0,1574916,5177756
Christchurch City,01/11/2014,Sat,1503,CB,CW1CC,129A 359A ,MM,R,D,BF,F , ,N,C,50,0,0,0,1561953,5178181
Christchurch City,10/07/2014,Thu,1158,EO,TW2,686A ,X,R,D,OF,F ,T,G,C,50,0,0,0,1562275,5177830
Christchurch City,20/06/2014,Fri,1619,CB,CE1,412A ,P,R,D,OF,F , ,N,C,50,0,0,1,1562145,5177970
Christchurch City,26/08/2014,Tue,2000,DC,CW1,112A 653A ,FK,R,D,TN,F , ,N,N,50,0,0,0,1565248,5183279
Christchurch City,03/11/2014,Mon,1230,GD,TN1V,331A 352A 927 ,,R,D,B ,F ,D,N,C,50,0,0,0,1569944,5178549
Christchurch City,13/01/2014,Mon,1940,HA,CE2C,301A 357A 377A 839 ,,R,D,TF,F ,X,S,C,50,0,0,0,1569943,5178569
Christchurch City,07/10/2014,Tue,1713,HA,CS1CC,301B 377B ,,R,D,OF,F ,X,S,R,50,0,0,0,1569941,5178895
Christchurch City,20/08/2014,Wed,1540,HA,CN1CC,301B 375B ,,R,D,B ,F ,X,S,R,50,0,0,1,1569941,5178895
Christchurch City,30/01/2014,Thu,826,LB,SN1C,303B 314B 377B 927 ,,R,D,B ,F ,D, ,N,50,0,0,1,1569940,5179048
Christchurch City,09/12/2014,Tue,1145,GB,SN1C,330B 372B ,,E,D,B ,F ,X,T,C,50,0,0,1,1569941,5179148
Christchurch City,11/04/2014,Fri,1320,LB,SW2V,303B ,,R,D,O ,F ,X,T,R,50,0,0,1,1569941,5179148
Christchurch City,25/06/2014,Wed,1500,HA,CE24CS,322B 334B ,M,R,W,O ,F ,X,T,C,50,0,0,0,1569941,5179160
Christchurch City,24/04/2014,Thu,530,MO,VN1C,371A ,M,R,D,DO,F , , ,C,50,0,0,0,1569914,5179517
Christchurch City,10/03/2014,Mon,710,JA,SN2C,302B ,,M,D,O ,F ,T,G,C,50,0,1,0,1566469,5182585
Christchurch City,14/09/2014,Sun,40,EA,CS1C,103A 130A ,M,R,D,DO,F , , ,C,50,0,1,0,1566954,5182987
Christchurch City,07/10/2014,Tue,2325,EA,VW1CV,102A 129A 410A ,MM,E,D,DO,F , , ,C,50,0,0,1,1563572,5182040
Christchurch City,28/12/2014,Sun,2020,DB,4N1C4,111A 131A 430A ,M,M,D,TF,F , ,N,N,50,0,0,0,1562161,5180583
Christchurch City,27/06/2014,Fri,725,EA,CS1C,129A 645A ,M,R,D,B ,F , , ,C,50,0,0,0,1561924,5180628
Christchurch City,30/03/2014,Sun,1655,HA,CN2C,322B 334B ,,R,D,O ,F ,X,T,R,50,0,0,0,1571755,5180407
Christchurch City,29/06/2014,Sun,1215,HA,CE1C,322A 334A ,,R,D,B ,F ,X,T,C,50,0,0,0,1571124,5180403
Christchurch City,07/08/2014,Thu,1000,KA,CE1C,309B 375B ,,R,D,B ,F ,T,N,N,50,0,0,0,1569409,5175905
Christchurch City,29/09/2014,Mon,900,NA,CS1E,712B 713B ,,R,D,BF,F ,T,G,C,50,0,0,1,1575667,5185933
Christchurch City,28/09/2014,Sun,1730,CA,CN1,102A 130A ,S,R,D,B ,F , , ,X,50,0,0,0,1569473,5177384
Christchurch City,20/07/2014,Sun,2334,CA,CE1,103A ,IS,R,D,DO,F , ,N,R,50,0,0,0,1569434,5177352
Christchurch City,18/04/2014,Fri,708,EA,CE1V,112A 129A 517A 901 ,M,R,W,DO,H , , ,C,50,0,0,0,1565257,5180862
Christchurch City,27/06/2014,Fri,800,CC,CN1,112A 125A ,P,R,D,TO,F , ,N,C,50,0,0,0,1574643,5182700
Christchurch City,26/06/2014,Thu,2300,LB,PS1C,201B ,,M,D,DO,FF,R,G,R,50,0,0,1,1564747,5181683
Christchurch City,10/06/2014,Tue,1550,MC,CS1C,375B ,,R,W,OO,L , ,N,C,50,0,0,0,1564504,5181014
Christchurch City,04/12/2014,Thu,1013,HA,CE14,302B 377B ,,R,D,BF,F ,X,G,C,100,0,0,1,1563207,5183890
Christchurch City,27/12/2014,Sat,1130,HA,VE1C,302B 355B 375B ,,R,D,B ,F ,X,G,C,100,0,1,0,1563207,5183890
Christchurch City,17/07/2014,Thu,2205,HA,400000000000000,302B 375B 901 903 ,,R,W,DO,HS,X,G,C,100,0,0,0,1563299,5183852
Christchurch City,04/06/2014,Wed,1620,EA,CW1TC,129A 363A 181C ,M,R,D,BF,F , ,N,C,50,0,1,1,1564287,5183291
Christchurch City,06/11/2014,Thu,825,MD,VW1C,308B 929 ,,R,D,BF,F ,D,N,C,50,0,0,1,1564527,5183083
Christchurch City,21/09/2014,Sun,1245,MO,CE1C,691A 313B 372B ,,E,D,B ,F ,X,T,C,50,0,0,0,1571771,5180650
Christchurch City,14/04/2014,Mon,1450,FD,CW1C,331A 358A ,,R,D,BF,F , ,N,L,50,0,0,0,1572337,5180777
Christchurch City,05/03/2014,Wed,650,AO,PW1C,198A ,,R,W,DO,HS,T,G,C,50,0,1,0,1572514,5180785
Christchurch City,16/04/2014,Wed,1348,LB,CW2C,303B ,,E,D,B ,F ,X,G,C,50,0,0,0,1572555,5180802
Christchurch City,04/09/2014,Thu,650,CB,CN1,112A 130A ,PX,R,D,DO,F , , ,C,50,0,1,0,1562779,5177460
Christchurch City,18/10/2014,Sat,2241,CC,CW1V,112A 125A ,FMT,R,D,DO,F , ,N,N,50,0,0,0,1571768,5182837
Christchurch City,06/10/2014,Mon,1330,JA,TE2C,377B 839 ,,R,D,OF,F ,T,N,C,50,0,0,0,1569632,5186479
Christchurch City,08/07/2014,Tue,1542,GB,CW1C,158A 333A 930 ,,R,D,OF,F ,D,N,N,50,0,0,0,1564998,5175283
Christchurch City,05/07/2014,Sat,430,CB,CN1,101A 112A ,P,R,D,DO,F ,T,N,N,50,0,0,0,1565665,5183391
Christchurch City,10/10/2014,Fri,720,GB,CS1T,158A 671B 929 ,,R,D,BF,F ,D,N,C,50,0,0,0,1571363,5181200
Christchurch City,09/10/2014,Thu,1804,FA,CN1S,181A ,,R,D,O ,F ,X,T,R,50,0,0,1,1571371,5181293
Christchurch City,17/09/2014,Wed,712,FD,VS1C,331A 358A ,,R,W,O ,L , , ,C,50,0,0,0,1571371,5179870
Christchurch City,09/06/2014,Mon,903,KB,MS1CC,112A 330A 302B 370B 925 ,M,R,W,O ,L ,D,G,C,50,0,1,0,1571375,5179394
Christchurch City,17/04/2014,Thu,1500,EE,CN1V,129A ,M,R,W,OF,L , ,N,C,50,0,0,0,1571383,5182057
Christchurch City,02/12/2014,Tue,1505,LB,CS1C,303B ,,R,D,BF,F ,X,T,C,50,0,0,0,1571383,5182107
Christchurch City,17/09/2014,Wed,1435,HA,CS14,322B 801 ,,R,W,O ,L ,X,T,C,50,0,0,2,1571383,5182107
Christchurch City,23/09/2014,Tue,1447,HA,CS1T,322B 334B 350B ,,R,D,B ,F ,X,T,C,50,0,0,0,1571383,5182107
Christchurch City,15/04/2014,Tue,2003,HA,CS1S,322B 334B 801 ,,R,W,DO,L ,X,T,C,50,0,0,1,1571368,5180284
Christchurch City,01/08/2014,Fri,1045,HA,CS1T,322A 330A ,,R,D,B ,F ,X,T,C,50,0,0,0,1571368,5180284
Christchurch City,11/09/2014,Thu,1115,HA,4W2C,322B ,,R,D,BF,F ,X,T,C,50,0,0,0,1571368,5180284
Christchurch City,25/07/2014,Fri,550,BB,CS1S,124A ,,R,D,DO,F ,X,T,C,50,0,0,0,1571370,5180041
Christchurch City,06/10/2014,Mon,2000,HA,CW2C,322A ,,R,W,DO,H ,X,T,C,50,0,0,0,1571370,5180041
Christchurch City,03/06/2014,Tue,1529,KA,SS1C,309B 375B ,,R,D,B ,F ,T,N,C,50,0,1,0,1571367,5180722
Christchurch City,13/08/2014,Wed,750,DA,PS1,111A 131A 802 812 ,,E,I,B ,FF,T,G,C,50,0,0,1,1571366,5180783
Christchurch City,12/08/2014,Tue,1237,AA,TS1V,372A ,,R,D,B ,F ,X,T,C,50,0,0,0,1571369,5180177
Christchurch City,03/01/2014,Fri,1630,NB,CS1E,506B 722B ,,R,D,BF,F , , ,C,50,0,0,0,1571369,5180192
Christchurch City,10/12/2014,Wed,700,DB,CW2C,111A 131A ,M,R,W,OF,L ,T,G,C,50,0,0,0,1571370,5180162
Christchurch City,09/02/2014,Sun,1328,FE,4S1CC,101A 331A 353A ,,R,D,O ,F ,X,T,C,50,0,0,1,1571370,5180162
Christchurch City,26/09/2014,Fri,1049,GD,VN1C,331A ,,R,D,B ,F ,X,G,C,50,0,0,0,1570102,5176155
Christchurch City,30/11/2014,Sun,2235,CB,CN1C,103A 195A ,M,R,W,DO,L , ,N,C,50,0,0,1,1568666,5177902
Christchurch City,26/05/2014,Mon,2220,PO,CN1E,506B 728B ,,R,D,DO,F , , ,C,50,0,1,0,1568773,5177774
Christchurch City,17/05/2014,Sat,1711,JA,CN1C,302B ,,R,D,DO,F ,T,G,R,50,0,0,0,1568817,5177720
Christchurch City,24/09/2014,Wed,1652,LB,SN1C,303B 352B ,,R,D,BF,F ,T,G,P,50,0,0,0,1568817,5177720
Christchurch City,29/05/2014,Thu,1710,CB,CS1,129A 358A ,P,R,D,DO,F , ,N,C,50,0,0,0,1568921,5177594
Christchurch City,22/02/2014,Sat,2010,LB,CN14,101B 303B ,,R,D,DO,F ,X,T,C,50,0,0,0,1569316,5177112
Christchurch City,31/03/2014,Mon,1311,GB,ON1C,142B ,,R,D,BF,F ,X,T,L,50,0,0,1,1569316,5177112
Christchurch City,03/02/2014,Mon,1730,FD,CS1C,181A ,,R,W,OF,L , ,N,C,50,0,0,0,1568707,5177855
Christchurch City,25/02/2014,Tue,1735,GB,SS1C,112A 175B 830 ,,E,D,O ,F ,T,N,C,50,0,0,1,1568540,5178050
Christchurch City,20/05/2014,Tue,2150,GD,CN1C,181A 330A ,,E,D,DO,F ,T,N,C,50,0,0,2,1568540,5178050
Christchurch City,24/05/2014,Sat,1300,GD,TS14,331A 370A ,,R,D,B ,F ,T,G,C,50,0,0,0,1568905,5177613
Christchurch City,15/01/2014,Wed,1050,GA,4S1C,181A 331A 930 ,KP,R,D,B ,F ,D,N,P,50,0,0,1,1569745,5176590
Christchurch City,06/07/2014,Sun,1806,KA,SS1C,534A 302B 308B 375B 925 ,,R,D,DO,F ,D,G,R,50,0,0,1,1569174,5177285
Christchurch City,04/09/2014,Thu,843,NA,CS1E,306A 717B ,,R,D,O ,F ,X,S,X,50,0,1,0,1569644,5176712
Christchurch City,15/01/2014,Wed,2014,AC,VS1C,381A ,,R,D,B ,F , ,N,N,50,0,0,0,1568507,5178251
Christchurch City,16/10/2014,Thu,2030,DA,VN1,111A 131A 402A ,P,M,D,DO,F ,T,G,C,100,0,1,1,1558085,5178991
Christchurch City,22/01/2014,Wed,1803,DA,CE2,131A 402A 614A ,V,R,D,BF,F ,T,G,C,80,0,0,0,1558095,5178967
Christchurch City,05/07/2014,Sat,345,CA,CW1,101A 433A ,P,R,D,DO,F , ,N,C,50,0,0,0,1576043,5182874
Christchurch City,20/02/2014,Thu,1620,NB,CE1E,133A 357A 512A 711B ,,R,D,B ,F ,T,N,C,50,0,0,1,1570644,5179260
Christchurch City,23/11/2014,Sun,200,CA,40,102A 112A 138A ,,R,D,DN,F , ,N,N,100,0,0,0,1561043,5146780
Christchurch City,05/12/2014,Fri,2230,DA,CS1,129A 350A ,C,E,D,DN,F , ,N,N,50,0,0,0,1596627,5148958
Christchurch City,10/03/2014,Mon,959,HA,TS2C,322B 334B ,,R,D,O ,F ,X,T,R,50,0,0,1,1571370,5181288
Christchurch City,06/10/2014,Mon,1505,LB,CW1C,113A 402A ,,R,D,O ,F ,X,T,R,50,0,0,0,1571367,5181276
Christchurch City,13/10/2014,Mon,730,HA,4S2C,322B 334B ,,R,D,B ,F ,X,T,R,50,0,0,0,1570632,5181283
